Dock,SMILES_LIGANDS,SMILES_CD
1,COc1cc(N2CCOCC2)ccc1Nc1nc2c(c(Nc3ccccc3S(=O)(=O)NC3CC3)n1)CCN2,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,O=C(NCc1ccc(S(=O)(=O)c2cccc(OC(F)(F)F)c2)cn1)c1cnc2[nH]ncc2c1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,COC(=O)c1cccn1CC(I)=C(I)I,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,CCn1c(=O)/c(=C2\Sc3cccc(C)c3N2C)s/c1=C\c1scc[n+]1Cc1ccccc1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,CN1CCN(CCNC(=O)C2CCN(Cc3cc4ccccc4n3Cc3cccc(F)c3)CC2)CC1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3cc(Cl)cc(N4CCN(C)CC4)c32)cc(C)c1F,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,O=C(Cc1ccc(O)nc1)N1CC(CNc2ccc(F)cc2)C2(C1)CN(c1cc(F)cc(F)c1)C2,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,C[N+]1(CC(=O)NCc2cccc3cc4cccc(CNC(=O)C[N+]5(C)CCCCC5)c4nc23)CCCCC1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,O=C(NCc1ccccc1)C(CCO)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,COc1ccccc1Cn1c(=O)c2sccc2n2c(=O)n(Cc3cccc(Br)c3)nc12,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,Cc1cc2c3c(c1)c(C1=C(c4cnc5ccccn45)C(=O)NC1=O)cn3CCN(C(=O)N1CCCCC1)C2,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,C[N+]1(CCC(=O)Nc2ccc(NC(=O)CC[N+]3(C)CCCC3)c3c2C(=O)c2ccccc2C3=O)CCCC1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,CC(C)N(Cc1cn(Cc2ccccc2Br)nn1)CC(O)(Cn1cncn1)c1ccc(F)cc1F,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,Cc1ccc(-c2nn3c(=O)cc(CN4CCN(C(=O)COc5ccc(C)c(C)c5)CC4)nc3s2)cc1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,N=C(N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(cc3)OC/C=C\COc3ccc(cc3)C[C@@H](NS(=O)(=O)Cc3ccccc3)C(=O)N2)cc1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,COc1cc2c(cc1OC)C[N+](Cc1cn(-c3ccc(C#N)cc3)nn1)(Cc1cn(-c3ccc(C#N)cc3)nn1)CC2,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,CC(C)C(=O)N1C(C)CN(S(=O)(=O)c2ccccc2)CC1C(=O)NCc1ccc(-c2ccco2)cc1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,Cc1ccc(CNC(=O)c2ccc3c(c2)NC(=O)C(CS(=O)(=O)Cc2cccc(C)c2)N3)cc1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,COc1cc(I)cc(C(=O)NC2CC3CCCC(C2)N3Cc2ccccc2)c1OC,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,CCn1c(=O)/c(=C/C=C2\Sc3ccccc3N2C)s/c1=C\c1sc2cc(OC(F)(F)F)ccc2[n+]1C,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,O=C(NCCc1ccc(OCCN2CCCC2)c(Br)c1)c1ccc(Br)o1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,COc1ccc(NC(=O)N2CCN(c3ccc(-c4ccccc4)cc3)CC2)cc1N1CCN(C)CC1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,NC(Cc1cc(I)c(Oc2cccc(C(F)(F)F)c2)c(I)c1)C(=O)O,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,O=C(C[n+]1cccc(CNC(=O)c2ccc(OC(F)F)cc2)c1)Nc1cccc(C(F)(F)F)c1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,CC(C)=CCN(C(=O)CCN1CCN(C(=O)c2ccc(F)cc2)CC1)c1ccc2c(C)cc(=O)oc2c1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,O=C(NCc1ccc(F)cc1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=S)Nc4ccc(Cl)cc4)CC3)cc21,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,COCC[N+]1=C(/C=C/c2cc(OC)c(OC)c(OC)c2)N(Cc2cccc(OC)c2)C2C(=O)c3ccccc3C(=O)C21,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,O=C(O)COc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)/C=C/c1ccc(F)cc1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,Cc1c(Cn2ncc(N3CCNCC3)c(Cl)c2=O)cccc1NC(=O)c1cccc(-c2cccs2)c1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,CC(C)(C)NC(=O)Nc1nc(Cl)c(CCC2CCCCC2)n(CC(=O)Nc2ccccc2C(=O)O)c1=O,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(C)cc2)C(=O)N[C@H]2CC[N+](C)(Cc3ccc4c(c3)OCO4)C2)cc1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,Cc1cc(S(N)(=O)=O)ccc1NC(=O)COc1ccc(Cl)cc1NC(=O)c1cccc(C(F)(F)F)c1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,COc1ncc(-c2cnc3nccc(-c4cnn(C)c4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,CC(C)[C@H](N)c1cccc(F)c1N1CCN(C(=O)[C@@H]2CN(C3CCCC3)C[C@H]2c2ccc(Cl)cc2)CC1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,CN(C)c1ccc2cc3ccc(N(C)C)cc3[n+](CCCCCNC(=O)c3ccc(I)cc3)c2c1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,O=C1[C@H]2CN(CC(O)c3ccc(Cl)cc3Cl)C[C@H]2CCN1c1ccc(OCC(F)(F)F)cc1,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,CC1c2ccc(C(=O)NCc3c(F)cc(F)cc3F)cc2N(Cc2ccccc2F)C(=O)N1C,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,COc1ccc(C(=O)N2CCC3(CCCN(C(=O)Cc4ccc(Cl)c(Cl)c4)C3)C2)cc1OC,[C-3]C(O)O[C-2][c-]1o[c-]2o[c-]3[c-]([C-2][O-])o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2][O-])o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2][O-])o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](OC([C-3])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
